image_id,label,variety,age,severity_level,severity_pct
100330.jpg,bacterial_leaf_blight,ADT45,45,high,84.33984375
100365.jpg,bacterial_leaf_blight,ADT45,45,high,88.92610677083333
100382.jpg,bacterial_leaf_blight,ADT45,45,high,73.42936197916666
100632.jpg,bacterial_leaf_blight,ADT45,45,high,80.6904296875
101918.jpg,bacterial_leaf_blight,ADT45,45,high,88.55045572916667
102353.jpg,bacterial_leaf_blight,ADT45,45,high,77.59375
102848.jpg,bacterial_leaf_blight,ADT45,45,high,92.36100260416666
103051.jpg,bacterial_leaf_blight,ADT45,45,high,89.71223958333333
103702.jpg,bacterial_leaf_blight,ADT45,45,high,78.07779947916667
103920.jpg,bacterial_leaf_blight,ADT45,45,high,90.68717447916667
104800.jpg,bacterial_leaf_blight,ADT45,45,high,77.59375
106539.jpg,bacterial_leaf_blight,ADT45,45,high,83.44205729166667
108320.jpg,bacterial_leaf_blight,ADT45,45,high,89.00032552083333
108541.jpg,bacterial_leaf_blight,ADT45,45,high,92.81966145833334
100049.jpg,bacterial_leaf_blight,ADT45,50,high,71.306640625
100541.jpg,bacterial_leaf_blight,ADT45,50,medium,18.76953125
100622.jpg,bacterial_leaf_blight,ADT45,50,high,55.84082031249999
100795.jpg,bacterial_leaf_blight,ADT45,50,high,72.0068359375
100967.jpg,bacterial_leaf_blight,ADT45,50,medium,32.38932291666667
101173.jpg,bacterial_leaf_blight,ADT45,50,high,62.5009765625
101229.jpg,bacterial_leaf_blight,ADT45,50,high,79.37630208333334
101425.jpg,bacterial_leaf_blight,ADT45,50,high,77.6494140625
101780.jpg,bacterial_leaf_blight,ADT45,50,medium,26.271484375
101930.jpg,bacterial_leaf_blight,ADT45,50,high,86.6826171875
101973.jpg,bacterial_leaf_blight,ADT45,50,high,71.25065104166667
102190.jpg,bacterial_leaf_blight,ADT45,50,high,71.69173177083333
102667.jpg,bacterial_leaf_blight,ADT45,50,high,83.6083984375
102726.jpg,bacterial_leaf_blight,ADT45,50,medium,20.109049479166664
102981.jpg,bacterial_leaf_blight,ADT45,50,high,77.3974609375
103435.jpg,bacterial_leaf_blight,ADT45,50,high,84.4423828125
103734.jpg,bacterial_leaf_blight,ADT45,50,high,43.595703125
104108.jpg,bacterial_leaf_blight,ADT45,50,high,84.9794921875
104255.jpg,bacterial_leaf_blight,ADT45,50,high,48.404622395833336
104702.jpg,bacterial_leaf_blight,ADT45,50,medium,22.462890625
104975.jpg,bacterial_leaf_blight,ADT45,50,high,47.654296875
105122.jpg,bacterial_leaf_blight,ADT45,50,medium,24.282877604166668
105273.jpg,bacterial_leaf_blight,ADT45,50,high,77.06510416666667
105291.jpg,bacterial_leaf_blight,ADT45,50,medium,19.8037109375
105443.jpg,bacterial_leaf_blight,ADT45,50,high,76.64811197916667
105662.jpg,bacterial_leaf_blight,ADT45,50,high,69.5615234375
105794.jpg,bacterial_leaf_blight,ADT45,50,high,79.34733072916667
106089.jpg,bacterial_leaf_blight,ADT45,50,high,87.8837890625
106339.jpg,bacterial_leaf_blight,ADT45,50,high,87.59212239583334
107246.jpg,bacterial_leaf_blight,ADT45,50,high,77.560546875
108353.jpg,bacterial_leaf_blight,ADT45,50,high,62.5009765625
108520.jpg,bacterial_leaf_blight,ADT45,50,high,46.04036458333333
108673.jpg,bacterial_leaf_blight,ADT45,50,high,78.9111328125
108748.jpg,bacterial_leaf_blight,ADT45,50,high,77.09049479166666
108817.jpg,bacterial_leaf_blight,ADT45,50,high,41.670572916666664
108868.jpg,bacterial_leaf_blight,ADT45,50,high,67.20279947916666
108883.jpg,bacterial_leaf_blight,ADT45,50,high,67.53678385416667
109306.jpg,bacterial_leaf_blight,ADT45,50,medium,37.430989583333336
109332.jpg,bacterial_leaf_blight,ADT45,50,high,71.23307291666666
109422.jpg,bacterial_leaf_blight,ADT45,50,high,84.86295572916667
109441.jpg,bacterial_leaf_blight,ADT45,50,high,65.09407552083334
109514.jpg,bacterial_leaf_blight,ADT45,50,high,79.8486328125
109775.jpg,bacterial_leaf_blight,ADT45,50,high,62.20572916666667
109818.jpg,bacterial_leaf_blight,ADT45,50,medium,19.222330729166668
109950.jpg,bacterial_leaf_blight,ADT45,50,high,85.58854166666666
110090.jpg,bacterial_leaf_blight,ADT45,50,medium,18.861979166666668
110382.jpg,bacterial_leaf_blight,ADT45,50,high,77.49446614583333
100289.jpg,bacterial_leaf_blight,ADT45,55,medium,30.359049479166668
100447.jpg,bacterial_leaf_blight,ADT45,55,high,81.85188802083333
100523.jpg,bacterial_leaf_blight,ADT45,55,high,66.98404947916666
100548.jpg,bacterial_leaf_blight,ADT45,55,high,41.5712890625
101169.jpg,bacterial_leaf_blight,ADT45,55,high,77.6904296875
101176.jpg,bacterial_leaf_blight,ADT45,55,high,49.43033854166667
101187.jpg,bacterial_leaf_blight,ADT45,55,low,8.583658854166666
101198.jpg,bacterial_leaf_blight,ADT45,55,high,59.83984375
101406.jpg,bacterial_leaf_blight,ADT45,55,high,81.7666015625
101420.jpg,bacterial_leaf_blight,ADT45,55,high,81.1025390625
101469.jpg,bacterial_leaf_blight,ADT45,55,high,66.5341796875
101485.jpg,bacterial_leaf_blight,ADT45,55,high,73.67415364583333
101516.jpg,bacterial_leaf_blight,ADT45,55,high,65.26790364583334
101658.jpg,bacterial_leaf_blight,ADT45,55,high,52.71419270833333
101702.jpg,bacterial_leaf_blight,ADT45,55,high,46.45865885416667
101767.jpg,bacterial_leaf_blight,ADT45,55,high,76.24837239583333
101798.jpg,bacterial_leaf_blight,ADT45,55,low,3.645182291666667
101805.jpg,bacterial_leaf_blight,ADT45,55,medium,36.53385416666667
101888.jpg,bacterial_leaf_blight,ADT45,55,low,8.046549479166666
102062.jpg,bacterial_leaf_blight,ADT45,55,high,80.02311197916666
102117.jpg,bacterial_leaf_blight,ADT45,55,high,81.6298828125
102128.jpg,bacterial_leaf_blight,ADT45,55,medium,32.71028645833333
102130.jpg,bacterial_leaf_blight,ADT45,55,low,4.523763020833333
102166.jpg,bacterial_leaf_blight,ADT45,55,high,71.81966145833333
102167.jpg,bacterial_leaf_blight,ADT45,55,high,75.43196614583333
102259.jpg,bacterial_leaf_blight,ADT45,55,high,82.75325520833333
102475.jpg,bacterial_leaf_blight,ADT45,55,high,45.1376953125
102488.jpg,bacterial_leaf_blight,ADT45,55,medium,32.514322916666664
102544.jpg,bacterial_leaf_blight,ADT45,55,high,44.7041015625
102617.jpg,bacterial_leaf_blight,ADT45,55,high,65.96028645833333
102738.jpg,bacterial_leaf_blight,ADT45,55,high,76.48990885416667
102773.jpg,bacterial_leaf_blight,ADT45,55,high,72.56282552083333
103313.jpg,bacterial_leaf_blight,ADT45,55,high,82.08072916666667
103392.jpg,bacterial_leaf_blight,ADT45,55,low,14.727864583333334
103552.jpg,bacterial_leaf_blight,ADT45,55,high,81.85709635416667
103606.jpg,bacterial_leaf_blight,ADT45,55,high,59.949544270833336
103615.jpg,bacterial_leaf_blight,ADT45,55,high,81.07063802083333
104092.jpg,bacterial_leaf_blight,ADT45,55,high,62.57910156249999
104110.jpg,bacterial_leaf_blight,ADT45,55,low,8.960286458333332
104271.jpg,bacterial_leaf_blight,ADT45,55,high,85.7060546875
104273.jpg,bacterial_leaf_blight,ADT45,55,high,44.696614583333336
104316.jpg,bacterial_leaf_blight,ADT45,55,high,43.91015625
104361.jpg,bacterial_leaf_blight,ADT45,55,high,81.8232421875
104432.jpg,bacterial_leaf_blight,ADT45,55,high,75.96940104166666
104438.jpg,bacterial_leaf_blight,ADT45,55,low,14.462565104166666
104439.jpg,bacterial_leaf_blight,ADT45,55,high,67.6357421875
104458.jpg,bacterial_leaf_blight,ADT45,55,high,80.431640625
104518.jpg,bacterial_leaf_blight,ADT45,55,high,81.623046875
104576.jpg,bacterial_leaf_blight,ADT45,55,high,44.077473958333336
104605.jpg,bacterial_leaf_blight,ADT45,55,low,4.452473958333333
104691.jpg,bacterial_leaf_blight,ADT45,55,high,56.356770833333336
104704.jpg,bacterial_leaf_blight,ADT45,55,high,74.6767578125
104799.jpg,bacterial_leaf_blight,ADT45,55,medium,24.949869791666668
104819.jpg,bacterial_leaf_blight,ADT45,55,low,12.797851562500002
104827.jpg,bacterial_leaf_blight,ADT45,55,low,6.934895833333334
104842.jpg,bacterial_leaf_blight,ADT45,55,high,56.154947916666664
104937.jpg,bacterial_leaf_blight,ADT45,55,high,79.759765625
104942.jpg,bacterial_leaf_blight,ADT45,55,high,67.8203125
104997.jpg,bacterial_leaf_blight,ADT45,55,high,43.09993489583333
105008.jpg,bacterial_leaf_blight,ADT45,55,low,6.9775390625
105125.jpg,bacterial_leaf_blight,ADT45,55,medium,21.907552083333336
105416.jpg,bacterial_leaf_blight,ADT45,55,medium,34.7802734375
105426.jpg,bacterial_leaf_blight,ADT45,55,high,81.43001302083334
105429.jpg,bacterial_leaf_blight,ADT45,55,medium,28.402669270833332
105486.jpg,bacterial_leaf_blight,ADT45,55,high,45.71256510416667
105544.jpg,bacterial_leaf_blight,ADT45,55,high,93.46419270833334
105561.jpg,bacterial_leaf_blight,ADT45,55,high,74.26595052083333
105851.jpg,bacterial_leaf_blight,ADT45,55,high,63.027994791666664
105857.jpg,bacterial_leaf_blight,ADT45,55,high,55.72037760416667
105948.jpg,bacterial_leaf_blight,ADT45,55,medium,15.235677083333332
106028.jpg,bacterial_leaf_blight,ADT45,55,low,5.298177083333333
106141.jpg,bacterial_leaf_blight,ADT45,55,high,79.93098958333333
106263.jpg,bacterial_leaf_blight,ADT45,55,low,6.683919270833333
106272.jpg,bacterial_leaf_blight,ADT45,55,medium,31.972656249999996
106280.jpg,bacterial_leaf_blight,ADT45,55,high,86.86588541666667
106292.jpg,bacterial_leaf_blight,ADT45,55,high,70.29915364583333
106340.jpg,bacterial_leaf_blight,ADT45,55,high,72.09993489583333
106395.jpg,bacterial_leaf_blight,ADT45,55,high,73.2890625
106514.jpg,bacterial_leaf_blight,ADT45,55,high,69.4345703125
106629.jpg,bacterial_leaf_blight,ADT45,55,high,67.26725260416667
106645.jpg,bacterial_leaf_blight,ADT45,55,medium,32.348958333333336
106934.jpg,bacterial_leaf_blight,ADT45,55,high,62.84700520833333
107177.jpg,bacterial_leaf_blight,ADT45,55,high,74.865234375
107178.jpg,bacterial_leaf_blight,ADT45,55,high,69.45703125
107284.jpg,bacterial_leaf_blight,ADT45,55,low,10.013671875
107296.jpg,bacterial_leaf_blight,ADT45,55,medium,24.656575520833332
107493.jpg,bacterial_leaf_blight,ADT45,55,medium,36.83268229166667
107619.jpg,bacterial_leaf_blight,ADT45,55,high,67.24381510416667
107829.jpg,bacterial_leaf_blight,ADT45,55,high,59.12141927083333
107998.jpg,bacterial_leaf_blight,ADT45,55,low,11.215494791666666
108046.jpg,bacterial_leaf_blight,ADT45,55,low,7.833658854166667
108078.jpg,bacterial_leaf_blight,ADT45,55,medium,23.668294270833336
108117.jpg,bacterial_leaf_blight,ADT45,55,medium,16.013346354166664
108199.jpg,bacterial_leaf_blight,ADT45,55,high,50.40559895833333
108265.jpg,bacterial_leaf_blight,ADT45,55,high,76.21875
108340.jpg,bacterial_leaf_blight,ADT45,55,high,68.1083984375
108396.jpg,bacterial_leaf_blight,ADT45,55,high,67.60677083333333
108415.jpg,bacterial_leaf_blight,ADT45,55,low,14.192057291666666
108422.jpg,bacterial_leaf_blight,ADT45,55,high,79.22037760416667
108425.jpg,bacterial_leaf_blight,ADT45,55,high,64.36686197916667
108631.jpg,bacterial_leaf_blight,ADT45,55,high,70.580078125
108697.jpg,bacterial_leaf_blight,ADT45,55,high,77.19498697916667
108876.jpg,bacterial_leaf_blight,ADT45,55,high,41.172200520833336
108884.jpg,bacterial_leaf_blight,ADT45,55,medium,36.395182291666664
109021.jpg,bacterial_leaf_blight,ADT45,55,high,56.0888671875
109173.jpg,bacterial_leaf_blight,ADT45,55,high,69.9912109375
109196.jpg,bacterial_leaf_blight,ADT45,55,high,44.453776041666664
109249.jpg,bacterial_leaf_blight,ADT45,55,high,86.62337239583333
109360.jpg,bacterial_leaf_blight,ADT45,55,high,61.172526041666664
109366.jpg,bacterial_leaf_blight,ADT45,55,high,80.36588541666667
109440.jpg,bacterial_leaf_blight,ADT45,55,high,75.48697916666667
109588.jpg,bacterial_leaf_blight,ADT45,55,high,48.047526041666664
109635.jpg,bacterial_leaf_blight,ADT45,55,high,69.99641927083333
109795.jpg,bacterial_leaf_blight,ADT45,55,high,68.3505859375
109995.jpg,bacterial_leaf_blight,ADT45,55,low,3.9638671875000004
110079.jpg,bacterial_leaf_blight,ADT45,55,medium,26.990559895833332
110392.jpg,bacterial_leaf_blight,ADT45,55,low,12.908528645833334
110400.jpg,bacterial_leaf_blight,ADT45,55,medium,22.742513020833332
100234.jpg,bacterial_leaf_blight,ADT45,60,high,54.908854166666664
101004.jpg,bacterial_leaf_blight,ADT45,60,high,65.6279296875
101553.jpg,bacterial_leaf_blight,ADT45,60,high,58.885091145833336
101849.jpg,bacterial_leaf_blight,ADT45,60,high,73.89029947916667
101979.jpg,bacterial_leaf_blight,ADT45,60,high,83.17122395833333
103056.jpg,bacterial_leaf_blight,ADT45,60,high,59.33984375
103458.jpg,bacterial_leaf_blight,ADT45,60,high,55.88899739583333
104751.jpg,bacterial_leaf_blight,ADT45,60,high,43.914713541666664
105059.jpg,bacterial_leaf_blight,ADT45,60,high,47.289388020833336
105239.jpg,bacterial_leaf_blight,ADT45,60,high,84.912109375
105477.jpg,bacterial_leaf_blight,ADT45,60,high,85.43782552083333
106624.jpg,bacterial_leaf_blight,ADT45,60,high,56.265625
106964.jpg,bacterial_leaf_blight,ADT45,60,high,58.5419921875
107251.jpg,bacterial_leaf_blight,ADT45,60,high,78.447265625
108257.jpg,bacterial_leaf_blight,ADT45,60,high,53.504557291666664
108696.jpg,bacterial_leaf_blight,ADT45,60,high,60.48404947916667
108828.jpg,bacterial_leaf_blight,ADT45,60,high,57.652669270833336
108844.jpg,bacterial_leaf_blight,ADT45,60,medium,37.8583984375
109520.jpg,bacterial_leaf_blight,ADT45,60,high,81.93815104166666
109831.jpg,bacterial_leaf_blight,ADT45,60,high,87.88118489583333
110022.jpg,bacterial_leaf_blight,ADT45,60,high,47.285807291666664
110083.jpg,bacterial_leaf_blight,ADT45,60,high,71.318359375
110213.jpg,bacterial_leaf_blight,ADT45,60,high,46.870768229166664
100133.jpg,bacterial_leaf_blight,ADT45,65,medium,21.412760416666668
100169.jpg,bacterial_leaf_blight,ADT45,65,high,43.03841145833333
100513.jpg,bacterial_leaf_blight,ADT45,65,high,43.03841145833333
100635.jpg,bacterial_leaf_blight,ADT45,65,medium,20.855794270833332
101394.jpg,bacterial_leaf_blight,ADT45,65,medium,21.097005208333332
101638.jpg,bacterial_leaf_blight,ADT45,65,medium,19.0908203125
101731.jpg,bacterial_leaf_blight,ADT45,65,medium,24.8193359375
102119.jpg,bacterial_leaf_blight,ADT45,65,medium,26.089843750000004
102420.jpg,bacterial_leaf_blight,ADT45,65,medium,21.328125
102555.jpg,bacterial_leaf_blight,ADT45,65,medium,22.434244791666664
102560.jpg,bacterial_leaf_blight,ADT45,65,medium,20.554036458333332
102841.jpg,bacterial_leaf_blight,ADT45,65,medium,28.197916666666668
103032.jpg,bacterial_leaf_blight,ADT45,65,medium,21.412760416666668
103097.jpg,bacterial_leaf_blight,ADT45,65,medium,27.6181640625
103169.jpg,bacterial_leaf_blight,ADT45,65,medium,20.8251953125
103319.jpg,bacterial_leaf_blight,ADT45,65,high,42.662434895833336
103323.jpg,bacterial_leaf_blight,ADT45,65,medium,27.090820312500004
104106.jpg,bacterial_leaf_blight,ADT45,65,medium,23.180989583333332
104175.jpg,bacterial_leaf_blight,ADT45,65,medium,20.676432291666664
104732.jpg,bacterial_leaf_blight,ADT45,65,medium,33.006184895833336
105570.jpg,bacterial_leaf_blight,ADT45,65,medium,39.0
105675.jpg,bacterial_leaf_blight,ADT45,65,medium,23.652669270833336
105852.jpg,bacterial_leaf_blight,ADT45,65,medium,22.048177083333336
105993.jpg,bacterial_leaf_blight,ADT45,65,medium,18.850911458333332
107254.jpg,bacterial_leaf_blight,ADT45,65,medium,19.384440104166668
107812.jpg,bacterial_leaf_blight,ADT45,65,medium,20.855794270833332
108183.jpg,bacterial_leaf_blight,ADT45,65,medium,18.428385416666668
109304.jpg,bacterial_leaf_blight,ADT45,65,medium,20.3974609375
101467.jpg,bacterial_leaf_blight,ADT45,68,high,66.71419270833333
101652.jpg,bacterial_leaf_blight,ADT45,68,high,65.53776041666667
102639.jpg,bacterial_leaf_blight,ADT45,68,low,1.87109375
102648.jpg,bacterial_leaf_blight,ADT45,68,low,1.8811848958333333
102659.jpg,bacterial_leaf_blight,ADT45,68,high,68.03157552083333
103686.jpg,bacterial_leaf_blight,ADT45,68,high,66.11490885416667
104053.jpg,bacterial_leaf_blight,ADT45,68,high,65.09309895833333
104086.jpg,bacterial_leaf_blight,ADT45,68,high,68.68489583333334
104430.jpg,bacterial_leaf_blight,ADT45,68,high,62.874348958333336
104657.jpg,bacterial_leaf_blight,ADT45,68,high,65.125
104697.jpg,bacterial_leaf_blight,ADT45,68,high,66.31315104166666
105180.jpg,bacterial_leaf_blight,ADT45,68,high,66.80403645833334
105250.jpg,bacterial_leaf_blight,ADT45,68,high,64.77962239583334
106232.jpg,bacterial_leaf_blight,ADT45,68,high,66.845703125
107466.jpg,bacterial_leaf_blight,ADT45,68,high,67.0673828125
107928.jpg,bacterial_leaf_blight,ADT45,68,high,66.09212239583333
109219.jpg,bacterial_leaf_blight,ADT45,68,low,1.4140625
109324.jpg,bacterial_leaf_blight,ADT45,68,high,64.15266927083333
100162.jpg,bacterial_leaf_blight,ADT45,70,high,67.43196614583333
101391.jpg,bacterial_leaf_blight,ADT45,70,high,60.896809895833336
101933.jpg,bacterial_leaf_blight,ADT45,70,high,74.80501302083333
103107.jpg,bacterial_leaf_blight,ADT45,70,high,73.52506510416667
104347.jpg,bacterial_leaf_blight,ADT45,70,high,49.24674479166667
104752.jpg,bacterial_leaf_blight,ADT45,70,high,85.80078125
106861.jpg,bacterial_leaf_blight,ADT45,70,high,76.13248697916667
107021.jpg,bacterial_leaf_blight,ADT45,70,high,63.182942708333336
107547.jpg,bacterial_leaf_blight,ADT45,70,high,59.161458333333336
108855.jpg,bacterial_leaf_blight,ADT45,70,high,75.87109375
100023.jpg,bacterial_leaf_blight,ADT45,72,high,78.55794270833333
100126.jpg,bacterial_leaf_blight,ADT45,72,high,87.7548828125
100268.jpg,bacterial_leaf_blight,ADT45,72,high,89.6904296875
100542.jpg,bacterial_leaf_blight,ADT45,72,high,57.53971354166667
100623.jpg,bacterial_leaf_blight,ADT45,72,high,82.02278645833333
100649.jpg,bacterial_leaf_blight,ADT45,72,high,58.212890625
100709.jpg,bacterial_leaf_blight,ADT45,72,high,89.39518229166666
100733.jpg,bacterial_leaf_blight,ADT45,72,high,70.8583984375
100883.jpg,bacterial_leaf_blight,ADT45,72,high,75.0341796875
100925.jpg,bacterial_leaf_blight,ADT45,72,high,86.44856770833333
100956.jpg,bacterial_leaf_blight,ADT45,72,high,89.97526041666667
100982.jpg,bacterial_leaf_blight,ADT45,72,high,77.75553385416667
100998.jpg,bacterial_leaf_blight,ADT45,72,high,75.25325520833334
101013.jpg,bacterial_leaf_blight,ADT45,72,high,88.478515625
101355.jpg,bacterial_leaf_blight,ADT45,72,high,82.869140625
101473.jpg,bacterial_leaf_blight,ADT45,72,high,64.5400390625
101544.jpg,bacterial_leaf_blight,ADT45,72,high,88.9619140625
101647.jpg,bacterial_leaf_blight,ADT45,72,high,59.7890625
101659.jpg,bacterial_leaf_blight,ADT45,72,high,72.6650390625
101718.jpg,bacterial_leaf_blight,ADT45,72,high,68.35709635416667
101761.jpg,bacterial_leaf_blight,ADT45,72,high,86.24479166666667
101768.jpg,bacterial_leaf_blight,ADT45,72,high,64.2822265625
101800.jpg,bacterial_leaf_blight,ADT45,72,high,80.8671875
101809.jpg,bacterial_leaf_blight,ADT45,72,high,86.20182291666667
101818.jpg,bacterial_leaf_blight,ADT45,72,high,76.39680989583333
101938.jpg,bacterial_leaf_blight,ADT45,72,high,69.013671875
101995.jpg,bacterial_leaf_blight,ADT45,72,high,75.20442708333334
102038.jpg,bacterial_leaf_blight,ADT45,72,high,74.25553385416667
102106.jpg,bacterial_leaf_blight,ADT45,72,high,89.53125
102127.jpg,bacterial_leaf_blight,ADT45,72,high,56.3359375
102206.jpg,bacterial_leaf_blight,ADT45,72,high,68.298828125
102238.jpg,bacterial_leaf_blight,ADT45,72,high,62.516276041666664
102314.jpg,bacterial_leaf_blight,ADT45,72,high,72.05078125
102323.jpg,bacterial_leaf_blight,ADT45,72,high,90.607421875
102338.jpg,bacterial_leaf_blight,ADT45,72,high,88.47688802083333
102427.jpg,bacterial_leaf_blight,ADT45,72,high,88.5791015625
102516.jpg,bacterial_leaf_blight,ADT45,72,high,69.75065104166667
102582.jpg,bacterial_leaf_blight,ADT45,72,high,87.201171875
102835.jpg,bacterial_leaf_blight,ADT45,72,high,55.907552083333336
102902.jpg,bacterial_leaf_blight,ADT45,72,high,87.31510416666667
103033.jpg,bacterial_leaf_blight,ADT45,72,high,71.74772135416667
103048.jpg,bacterial_leaf_blight,ADT45,72,high,55.5068359375
